Company,Country,Patent (Raw),Patent (Cleaned),Ambiguous
Dolby Laboratories Licensing Corporation,US,"US 11,587,529",US11587529,False
Dolby Laboratories Licensing Corporation,US,"US 11,595,693",US11595693,False
Dolby Laboratories Licensing Corporation,US,"US 11,600,244",US11600244,False
Dolby Laboratories Licensing Corporation,US,"US 11,622,130",US11622130,False
Dolby Laboratories Licensing Corporation,US,"US 11,677,982",US11677982,False
Dolby Laboratories Licensing Corporation,US,"US 11,736,703",US11736703,False
Dolby Laboratories Licensing Corporation,US,"US 11,785,263",US11785263,False
Dolby Laboratories Licensing Corporation,US,"US 11,792,428",US11792428,False
Dolby Laboratories Licensing Corporation,US,"US 11,792,429",US11792429,False
Dolby Laboratories Licensing Corporation,US,"US 11,818,372",US11818372,False
Dolby Laboratories Licensing Corporation,US,"US 11,871,015",US11871015,False
Dolby Laboratories Licensing Corporation,US,"US 11,887,560",US11887560,False
Dolby Laboratories Licensing Corporation,US,"US 11,910,025",US11910025,False
Dolby Laboratories Licensing Corporation,US,"US 11,917,171",US11917171,False
Dolby Laboratories Licensing Corporation,US,"US 11,924,477",US11924477,False
Dolby Laboratories Licensing Corporation,US,"US 11,936,888",US11936888,False
Dolby Laboratories Licensing Corporation,US,"US 11,973,980",US11973980,False
Dolby Laboratories Licensing Corporation,US,"US 11,979,588",US11979588,False
Dolby Laboratories Licensing Corporation,US,"US 11,979,589",US11979589,False
Dolby Laboratories Licensing Corporation,US,"US 12,003,741",US12003741,False
Dolby Laboratories Licensing Corporation,US,"US 12,015,793",US12015793,False
Dolby Laboratories Licensing Corporation,US,"US 12,028,555",US12028555,False
Dolby Laboratories Licensing Corporation,US,"US 12,034,972",US12034972,False
Dolby Laboratories Licensing Corporation,US,"US 12,041,275",US12041275,False
Dolby Laboratories Licensing Corporation,US,"US 12,058,371",US12058371,False
Dolby Laboratories Licensing Corporation,US,"US 12,058,372",US12058372,False
Dolby Laboratories Licensing Corporation,US,"US 12,075,098",US12075098,False
Dolby Laboratories Licensing Corporation,US,"US 12,081,778",US12081778,False
Dolby Laboratories Licensing Corporation,US,"US 12,081,797",US12081797,False
Dolby Laboratories Licensing Corporation,US,"US 12,096,029",US12096029,False
Dolby Laboratories Licensing Corporation,US,"US 12,096,038",US12096038,False
Dolby Laboratories Licensing Corporation,US,"US 12,108,060",US12108060,False
Dolby Laboratories Licensing Corporation,US,"US 12,108,061",US12108061,False
Dolby Laboratories Licensing Corporation,US,"US 12,108,086",US12108086,False
Dolby Laboratories Licensing Corporation,US,"US 12,114,021",US12114021,False
Dolby Laboratories Licensing Corporation,US,"US 12,120,357",US12120357,False
Dolby Laboratories Licensing Corporation,US,"US 12,120,358",US12120358,False
Dolby Laboratories Licensing Corporation,US,"US 12,167,048",US12167048,False
Dolby Laboratories Licensing Corporation,US,"US 12,177,488",US12177488,False
Dolby Laboratories Licensing Corporation,US,"US 12,200,271",US12200271,False
Dolby Laboratories Licensing Corporation,US,"US 12,206,908",US12206908,False
Dolby Laboratories Licensing Corporation,US,"US 12,217,724",US12217724,False
Dolby Laboratories Licensing Corporation,US,"US 12,231,660",US12231660,False
Dolby Laboratories Licensing Corporation,US,"US 12,328,438",US12328438,False
Dolby Laboratories Licensing Corporation,US,"US 12,335,500",US12335500,False
Dolby Laboratories Licensing Corporation,US,"US 12,348,740",US12348740,False
Dolby Laboratories Licensing Corporation,US,"US 12,348,781",US12348781,False
Dolby Laboratories Licensing Corporation,US,"US 12,355,993",US12355993,False
Dolby Laboratories Licensing Corporation,US,"US 12,356,018",US12356018,False
Dolby Laboratories Licensing Corporation,US,"US 12,363,326",US12363326,False
Dolby Laboratories Licensing Corporation,US,"US 12,368,899",US12368899,False
Dolby Laboratories Licensing Corporation,US,"US 12,375,732",US12375732,False
Dolby Laboratories Licensing Corporation,US,"US 12,418,666",US12418666,False
Dolby Laboratories Licensing Corporation,US,"US 12,418,667",US12418667,False
Dolby Laboratories Licensing Corporation,US,"US 12,432,364",US12432364,False
Dolby Laboratories Licensing Corporation,US,"US 12,519,977",US12519977,False
Dolby Laboratories Licensing Corporation,VN,VN 35211,VN35211,False
Dolby Laboratories Licensing Corporation,VN,VN 35977,VN35977,False
Dolby Laboratories Licensing Corporation,VN,VN 43301,VN43301,False
Dolby Laboratories Licensing Corporation,VN,VN 46044,VN46044,False
Dolby Laboratories Licensing Corporation,VN,VN 49296,VN49296,False
Dolby Laboratories Licensing Corporation,VN,VN 49602,VN49602,False
Dolby Laboratories Licensing Corporation,VN,VN 50057,VN50057,False
Dolby Laboratories Licensing Corporation,VN,VN 51042,VN51042,False
Dolby Laboratories Licensing Corporation,VN,VN 51979,VN51979,False
Dolby Laboratories Licensing Corporation,VN,VN 52235,VN52235,False
Dolby Laboratories Licensing Corporation,VN,VN 52382,VN52382,False
Dolby Laboratories Licensing Corporation,VN,VN 52384,VN52384,False
Dolby Laboratories Licensing Corporation,VN,VN 54079,VN54079,False
Dolby Laboratories Licensing Corporation,VN,VN 54119,VN54119,False
Dolby Laboratories Licensing Corporation,VN,VN 54659,VN54659,False
Dolby Laboratories Licensing Corporation,VN,VN 54661,VN54661,False
Dolby Laboratories Licensing Corporation,ZM,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,ZM,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,ZM,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,ZM,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,ZW,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,ZW,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,ZW,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,ZW,AP 7968,AP7968,False
Electronics and Telecommunications Research Institute,US,"US 8,406,310",US8406310,False
Electronics and Telecommunications Research Institute,US,"US 9,154,786",US9154786,False
Electronics and Telecommunications Research Institute and Korea Advanced Institute of Science and Technology (KAIST),US,"US 8,184,153",US8184153,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023200478,AU2023200478,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204177,AU2023204177,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204178,AU2023204178,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204179,AU2023204179,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204180,AU2023204180,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204181,AU2023204181,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204182,AU2023204182,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204184,AU2023204184,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204185,AU2023204185,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,AU,AU 2023204186,AU2023204186,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,BE,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,BG,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,BR,BR PI 0516336-6,BRPI0516336-6,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,BR,BR PI 0516348-0,BRPI0516348-0,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,BR,BR 102023010473-8,BR102023010473-8,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,BR,BR 12 2018 016188-4,BR122018016188-4,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,BR,BR 122018016193-0,BR122018016193-0,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CA,"CA 3,013,657",CA3013657,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CA,"CA 3,167,144",CA3167144,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CA,"CA 3,197,905",CA3197905,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CL,"CL 71,581",CL71581,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 102547277,CN102547277,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 109076247,CN109076247,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 110089118B,CN110089118B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347439B,CN113347439B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347440B,CN113347440B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347441B,CN113347441B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347442B,CN113347442B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347443B,CN113347443B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347444B,CN113347444B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347445,CN113347445,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347446B,CN113347446B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 113347447B,CN113347447B,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 114928733,CN114928733,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 114928734,CN114928734,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 114928735,CN114928735,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 114928736,CN114928736,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 114928737,CN114928737,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 115037916,CN115037916,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 115037918,CN115037918,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 115037919,CN115037919,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 115037920,CN115037920,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116634163,CN116634163,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847071,CN116847071,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847072,CN116847072,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847073,CN116847073,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847074,CN116847074,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847075,CN116847075,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847076,CN116847076,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847077,CN116847077,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847078,CN116847078,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 116847079,CN116847079,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 200680008132.2,CN200680008132.2,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CN,CN 200780050109.4,CN200780050109.4,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,CZ,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,DE,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,EE,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,ES,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,ET,ET PT173 B1,ETPT173B1,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,FR,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,GB,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,GR,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,HU,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 492454,IN492454,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 521571,IN521571,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 551609,IN551609,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 553133,IN553133,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 559422,IN559422,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 559428,IN559428,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 564462,IN564462,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 564468,IN564468,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IN,IN 564475,IN564475,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,IT,"EP 2,123,052",EP2123052,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 5,014,438",JP5014438,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 6,784,767",JP6784767,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,093,453",JP7093453,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,093,454",JP7093454,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,093,455",JP7093455,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,152,574",JP7152574,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,152,575",JP7152575,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,157,836",JP7157836,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,295,186",JP7295186,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,303,170",JP7303170,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,303,266",JP7303266,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,361,972",JP7361972,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,361,973",JP7361973,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,361,974",JP7361974,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,361,975",JP7361975,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,361,976",JP7361976,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,361,977",JP7361977,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,361,978",JP7361978,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,405,931",JP7405931,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,410,101",JP7410101,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,423,844",JP7423844,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,436,598",JP7436598,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,436,599",JP7436599,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,451,805",JP7451805,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,460,722",JP7460722,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,464,673",JP7464673,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,464,674",JP7464674,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,508,651",JP7508651,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,550,196",JP7550196,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,550,197",JP7550197,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,JP,"JP 7,684,263",JP7684263,False
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,KE,AP 7908,AP7908,False
